-11.956,-18.454,-0.093914
-11.799,-18.552,-0.099808
-11.641,-18.648,-0.10569
-11.483,-18.743,-0.11157
-11.324,-18.837,-0.11744
-11.164,-18.93,-0.1233
-11.003,-19.021,-0.12915
-10.842,-19.111,-0.13499
-10.68,-19.2,-0.14082
-10.518,-19.288,-0.14664
-10.355,-19.374,-0.15245
-10.191,-19.46,-0.15825
-10.027,-19.543,-0.16404
-9.8618,-19.626,-0.16981
-9.6962,-19.707,-0.17558
-9.5301,-19.788,-0.18133
-9.3633,-19.866,-0.18707
-9.1959,-19.944,-0.1928
-9.0279,-20.02,-0.19852
-8.8594,-20.095,-0.20422
-8.6903,-20.169,-0.20992
-8.5206,-20.241,-0.21559
-8.3504,-20.313,-0.22126
-8.1796,-20.382,-0.22691
-8.0084,-20.451,-0.23254
-7.8365,-20.518,-0.23817
-7.6642,-20.584,-0.24377
-7.4913,-20.649,-0.24937
-7.318,-20.712,-0.25494
-7.1441,-20.774,-0.2605
-6.9698,-20.835,-0.26605
-6.7949,-20.894,-0.27158
-6.6196,-20.952,-0.27709
-6.4439,-21.009,-0.28259
-6.2677,-21.064,-0.28807
-6.091,-21.118,-0.29354
-5.9139,-21.171,-0.29898
-5.7363,-21.222,-0.30441
-5.5584,-21.272,-0.30982
-5.38,-21.321,-0.31522
-5.2012,-21.368,-0.32059
-5.022,-21.414,-0.32595
-4.8424,-21.459,-0.33129
-4.6624,-21.502,-0.3366
-4.482,-21.544,-0.3419
-4.3013,-21.584,-0.34718
-4.1202,-21.623,-0.35244
-3.9388,-21.661,-0.35768
-3.757,-21.697,-0.3629
-3.5749,-21.732,-0.3681
-3.3924,-21.766,-0.37328
-3.2096,-21.798,-0.37843
-3.0266,-21.829,-0.38357
-2.8432,-21.859,-0.38868
-2.6595,-21.887,-0.39377
-2.4755,-21.913,-0.39884
-2.2913,-21.938,-0.40388
-2.1068,-21.962,-0.40891
-1.922,-21.985,-0.41391
-1.7369,-22.006,-0.41888
-1.5517,-22.025,-0.42384
-1.3661,-22.043,-0.42877
-1.1804,-22.06,-0.43367
-0.99445,-22.075,-0.43855
-0.80828,-22.089,-0.44341
-0.6219,-22.102,-0.44824
-0.43534,-22.113,-0.45304
-0.24859,-22.123,-0.45782
-0.061663,-22.131,-0.46258
0.12543,-22.137,-0.4673
0.31268,-22.143,-0.472
0.50008,-22.147,-0.47668
0.68761,-22.149,-0.48133
0.87528,-22.15,-0.48595
1.0631,-22.149,-0.49054
1.251,-22.147,-0.49511
1.439,-22.144,-0.49964
1.6271,-22.139,-0.50415
1.8153,-22.133,-0.50863
2.0035,-22.125,-0.51308
2.1919,-22.115,-0.51751
2.3803,-22.105,-0.5219
2.5687,-22.092,-0.52626
2.7572,-22.079,-0.53059
2.9457,-22.063,-0.5349
3.1342,-22.047,-0.53917
3.3227,-22.029,-0.54341
3.5113,-22.009,-0.54762
3.6998,-21.988,-0.5518
3.8883,-21.965,-0.55594
4.0768,-21.941,-0.56006
4.2652,-21.915,-0.56414
4.4536,-21.888,-0.56819
4.6419,-21.859,-0.5722
4.8302,-21.829,-0.57619
5.0184,-21.798,-0.58014
5.2065,-21.764,-0.58405
5.3945,-21.73,-0.58793
5.5823,-21.693,-0.59178
5.7701,-21.656,-0.59559
5.9577,-21.616,-0.59937
6.1452,-21.576,-0.60311
6.3326,-21.533,-0.60682
6.5198,-21.489,-0.61049
6.7068,-21.444,-0.61412
6.8936,-21.397,-0.61772
7.0802,-21.349,-0.62128
7.2667,-21.299,-0.6248
7.4529,-21.247,-0.62829
7.6389,-21.194,-0.63173
7.8246,-21.14,-0.63514
8.0101,-21.083,-0.63851
8.1954,-21.026,-0.64185
8.3803,-20.967,-0.64514
8.565,-20.906,-0.64839
8.7494,-20.844,-0.65161
8.9335,-20.78,-0.65478
9.1173,-20.714,-0.65792
9.3007,-20.647,-0.66101
